-353.0,182.0,60.560618,60.560618
-353.0,191.0,57.165935,57.165935
-353.0,200.0,54.205058,54.205058
-341.0,163.0,89.269854,89.269854
-341.0,172.0,61.110896,70.522814
-341.0,182.0,142.033015,76.684087
-341.0,191.0,70.78981,55.62113
-341.0,200.0,73.715394,106.569269
-341.0,210.0,154.569796,154.569796
-341.0,219.0,53.743002,124.385156
-330.0,153.0,106.049358,106.049358
-330.0,163.0,125.922167,106.049358
-330.0,172.0,143.252308,88.42094
-330.0,182.0,91.463933,91.463933
-330.0,191.0,168.561388,168.561388
-330.0,200.0,126.085827,126.085827
-330.0,210.0,116.009452,203.029425
-330.0,219.0,272.278664,272.278664
-330.0,228.0,228.137838,228.137838
-330.0,238.0,179.092477,179.092477
-318.0,144.0,104.892579,124.026857
-318.0,153.0,160.958641,143.162036
-318.0,163.0,164.423346,114.560848
-318.0,172.0,104.358998,115.836624
-318.0,182.0,163.066423,88.42094
-318.0,191.0,127.784849,147.323607
-318.0,200.0,208.158974,211.360774
-318.0,210.0,112.863496,108.268986
-318.0,219.0,207.32461,108.268986
-318.0,228.0,211.815519,203.615157
-318.0,238.0,216.805418,177.061995
-318.0,247.0,221.296328,221.296328
-318.0,256.0,267.374128,181.313732
-306.0,135.0,68.949735,68.949735
-306.0,144.0,118.324155,96.488296
-306.0,153.0,124.026857,124.026857
-306.0,163.0,121.659574,124.026857
-306.0,172.0,114.560848,114.560848
-306.0,182.0,88.42094,88.42094
-306.0,191.0,295.626871,100.456376
-306.0,200.0,296.635721,296.635721
-306.0,210.0,296.635721,197.495334
-306.0,219.0,108.268986,108.268986
-306.0,228.0,139.893341,139.893341
-306.0,238.0,175.031513,175.031513
-306.0,247.0,206.655868,175.031513
-306.0,256.0,238.280223,238.280223
-306.0,266.0,273.418396,238.280223
-306.0,275.0,170.772991,124.732371
-294.0,125.0,113.954118,113.954118
-294.0,135.0,171.014096,96.816357
-294.0,144.0,81.392372,81.392372
-294.0,153.0,87.095074,101.587654
-294.0,163.0,93.431409,93.431409
-294.0,172.0,80.740013,95.967674
-294.0,182.0,75.303646,84.009251
-294.0,191.0,191.484098,57.108161
-294.0,200.0,198.546048,100.456376
-294.0,210.0,69.719044,69.719044
-294.0,219.0,84.440893,92.64132
-294.0,228.0,184.161883,157.462427
-294.0,238.0,209.667712,263.799801
-294.0,247.0,241.292067,241.292067
-294.0,256.0,272.916422,241.292067
-294.0,266.0,280.189646,280.189646
-294.0,275.0,250.376363,172.50369
-294.0,285.0,52.852628,52.852628
-282.0,116.0,112.235021,112.235021
-282.0,125.0,65.927656,113.04933
-282.0,135.0,260.888249,97.836261
-282.0,144.0,201.387629,97.836261
-282.0,153.0,97.836261,97.836261
-282.0,163.0,70.87353,87.066913
-282.0,172.0,77.3745,77.3745
