-365.000000,41.000000,121.932507
-365.000000,50.367347,122.063479
-365.000000,59.734694,122.218903
-365.000000,69.102041,122.398427
-365.000000,78.469388,122.598957
-365.000000,87.836735,122.812018
-365.000000,97.204082,123.019111
-365.000000,106.571429,123.185005
-365.000000,115.938776,123.251603
-365.000000,125.306122,123.139133
-365.000000,134.673469,122.749611
-365.000000,144.040816,121.868496
-365.000000,153.408163,119.676630
-365.000000,162.775510,113.771059
-365.000000,172.142857,100.820877
-365.000000,181.510204,81.609335
-365.000000,190.877551,75.404732
-365.000000,200.244898,95.259549
-365.000000,209.612245,108.462365
-365.000000,218.979592,117.155087
-365.000000,228.346939,122.451360
-365.000000,237.714286,126.132531
-365.000000,247.081633,128.969272
-365.000000,256.448980,131.223778
-365.000000,265.816327,132.928210
-365.000000,275.183673,134.039494
-365.000000,284.551020,134.557849
-365.000000,293.918367,134.579024
-365.000000,303.285714,134.262738
-365.000000,312.653061,133.769445
-365.000000,322.020408,133.220608
-365.000000,331.387755,132.691449
-365.000000,340.755102,132.220410
-365.000000,350.122449,131.821744
-365.000000,359.489796,131.495676
-365.000000,368.857143,131.235213
-365.000000,378.224490,131.030297
-365.000000,387.591837,130.870188
-365.000000,396.959184,130.744745
-365.000000,406.326531,130.645050
-365.000000,415.693878,130.563638
-365.000000,425.061224,130.494508
-365.000000,434.428571,130.433004
-365.000000,443.795918,130.375643
-365.000000,453.163265,130.319924
-365.000000,462.530612,130.264137
-365.000000,471.897959,130.207192
-365.000000,481.265306,130.148477
-365.000000,490.632653,130.087729
-365.000000,500.000000,130.024937
-353.204082,41.000000,121.679343
-353.204082,50.367347,121.826378
-353.204082,59.734694,122.008234
-353.204082,69.102041,122.227602
-353.204082,78.469388,122.485681
-353.204082,87.836735,122.779322
-353.204082,97.204082,123.093459
-353.204082,106.571429,123.384702
-353.204082,115.938776,123.554530
-353.204082,125.306122,123.432693
-353.204082,134.673469,122.896732
-353.204082,144.040816,122.308712
-353.204082,153.408163,121.808700
-353.204082,162.775510,117.466783
-353.204082,172.142857,89.358429
-353.204082,181.510204,71.569903
-353.204082,190.877551,73.994266
-353.204082,200.244898,67.771449
-353.204082,209.612245,105.732743
-353.204082,218.979592,117.133998
-353.204082,228.346939,123.166531
-353.204082,237.714286,127.513386
-353.204082,247.081633,131.079724
-353.204082,256.448980,134.105756
-353.204082,265.816327,136.445747
-353.204082,275.183673,137.802990
-353.204082,284.551020,138.077695
-353.204082,293.918367,137.519253
-353.204082,303.285714,136.528374
-353.204082,312.653061,135.427295
-353.204082,322.020408,134.397671
-353.204082,331.387755,133.515527
-353.204082,340.755102,132.797551
-353.204082,350.122449,132.232440
-353.204082,359.489796,131.798049
-353.204082,368.857143,131.469808
-353.204082,378.224490,131.224528
-353.204082,387.591837,131.041942
-353.204082,396.959184,130.905154
-353.204082,406.326531,130.800571
-353.204082,415.693878,130.717594
-353.204082,425.061224,130.648202
-353.204082,434.428571,130.586513
-353.204082,443.795918,130.528360
-353.204082,453.163265,130.470922
-353.204082,462.530612,130.412402
-353.204082,471.897959,130.351763
-353.204082,481.265306,130.288525
-353.204082,490.632653,130.222593
-353.204082,500.000000,130.154136
-341.408163,41.000000,121.384316
-341.408163,50.367347,121.547509
-341.408163,59.734694,121.757424
-341.408163,69.102041,122.019785
-341.408163,78.469388,122.341117
-341.408163,87.836735,122.728360
-341.408163,97.204082,123.181685
-341.408163,106.571429,123.664291
-341.408163,115.938776,124.013588
-341.408163,125.306122,123.698017
-341.408163,134.673469,121.168633
-341.408163,144.040816,115.667376
-341.408163,153.408163,118.516824
-341.408163,162.775510,127.455889
-341.408163,172.142857,132.402564
-341.408163,181.510204,125.438471
-341.408163,190.877551,114.209135
-341.408163,200.244898,108.550385
-341.408163,209.612245,109.617559
-341.408163,218.979592,117.474070
-341.408163,228.346939,124.470965
-341.408163,237.714286,129.625053
-341.408163,247.081633,134.336855
-341.408163,256.448980,138.975112
-341.408163,265.816327,142.938881
-341.408163,275.183673,144.858991
-341.408163,284.551020,144.205411
-341.408163,293.918367,142.043383
-341.408163,303.285714,139.579582
-341.408163,312.653061,137.390896
-341.408163,322.020408,135.629756
-341.408163,331.387755,134.278288
-341.408163,340.755102,133.268823
-341.408163,350.122449,132.528780
-341.408163,359.489796,131.994464
-341.408163,368.857143,131.613673
-341.408163,378.224490,131.344901
-341.408163,387.591837,131.155757
-341.408163,396.959184,131.021417
-341.408163,406.326531,130.923231
-341.408163,415.693878,130.847515
-341.408163,425.061224,130.784499
-341.408163,434.428571,130.727429
-341.408163,443.795918,130.671825
-341.408163,453.163265,130.614878
-341.408163,462.530612,130.554990
-341.408163,471.897959,130.491410
-341.408163,481.265306,130.423971
-341.408163,490.632653,130.352893
-341.408163,500.000000,130.278633
-329.612245,41.000000,121.039568
-329.612245,50.367347,121.221026
-329.612245,59.734694,121.464221
-329.612245,69.102041,121.776227
-329.612245,78.469388,122.165413
