-353.000000,182.000000,60.560618
-353.000000,191.000000,57.165935
-353.000000,200.000000,54.205058
-341.000000,163.000000,89.269854
-341.000000,172.000000,61.110896
-341.000000,182.000000,142.033015
-341.000000,191.000000,70.789810
-341.000000,200.000000,73.715394
-341.000000,210.000000,154.569796
-341.000000,219.000000,53.743002
-330.000000,153.000000,106.049358
-330.000000,163.000000,125.922167
-330.000000,172.000000,143.252308
-330.000000,182.000000,91.463933
-330.000000,191.000000,168.561388
-330.000000,200.000000,126.085827
-330.000000,210.000000,116.009452
-330.000000,219.000000,272.278664
-330.000000,228.000000,228.137838
-330.000000,238.000000,179.092477
-318.000000,135.000000,94.661626
-318.000000,144.000000,104.892579
-318.000000,153.000000,160.958641
-318.000000,163.000000,164.423346
-318.000000,172.000000,104.358998
-318.000000,182.000000,163.066423
-318.000000,191.000000,127.784849
-318.000000,200.000000,208.158974
-318.000000,210.000000,112.863496
-318.000000,219.000000,207.324610
-318.000000,228.000000,211.815519
-318.000000,238.000000,216.805418
-318.000000,247.000000,221.296328
-318.000000,256.000000,267.374128
-306.000000,125.000000,128.884412
-306.000000,135.000000,68.949735
-306.000000,144.000000,118.324155
-306.000000,153.000000,124.026857
-306.000000,163.000000,121.659574
-306.000000,172.000000,114.560848
-306.000000,182.000000,88.420940
-306.000000,191.000000,295.626871
-306.000000,200.000000,296.635721
-306.000000,210.000000,296.635721
-306.000000,219.000000,108.268986
-306.000000,228.000000,139.893341
-306.000000,238.000000,175.031513
-306.000000,247.000000,206.655868
-306.000000,256.000000,238.280223
-306.000000,266.000000,273.418396
-306.000000,275.000000,170.772991
-294.000000,116.000000,183.640870
-294.000000,125.000000,113.954118
-294.000000,135.000000,171.014096
-294.000000,144.000000,81.392372
-294.000000,153.000000,87.095074
-294.000000,163.000000,93.431409
-294.000000,172.000000,80.740013
-294.000000,182.000000,75.303646
-294.000000,191.000000,191.484098
-294.000000,200.000000,198.546048
-294.000000,210.000000,69.719044
-294.000000,219.000000,84.440893
-294.000000,228.000000,184.161883
-294.000000,238.000000,209.667712
-294.000000,247.000000,241.292067
-294.000000,256.000000,272.916422
-294.000000,266.000000,280.189646
-294.000000,275.000000,250.376363
-294.000000,285.000000,52.852628
-282.000000,107.000000,256.079100
-282.000000,116.000000,112.235021
-282.000000,125.000000,65.927656
-282.000000,135.000000,260.888249
-282.000000,144.000000,201.387629
-282.000000,153.000000,97.836261
-282.000000,163.000000,70.873530
-282.000000,172.000000,77.374500
