-365.0,41.0,121.932507,122.102173
-365.0,50.367347,122.063479,122.185986
-365.0,59.734694,122.218903,122.324082
-365.0,69.102041,122.398427,122.496869
-365.0,78.469388,122.598957,122.693494
-365.0,87.836735,122.812018,122.901852
-365.0,97.204082,123.019111,123.103363
-365.0,106.571429,123.185005,123.268757
-365.0,115.938776,123.251603,123.356798
-365.0,125.306122,123.139133,123.321712
-365.0,134.673469,122.749611,123.124447
-365.0,144.040816,121.868496,122.677998
-365.0,153.408163,119.67663,121.597229
-365.0,162.77551,113.771059,118.963702
-365.0,172.142857,100.820877,114.523916
-365.0,181.510204,81.609335,111.017309
-365.0,190.877551,75.404732,110.167738
-365.0,200.244898,95.259549,111.97254
-365.0,209.612245,108.462365,117.078266
-365.0,218.979592,117.155087,121.84671
-365.0,228.346939,122.45136,125.40189
-365.0,237.714286,126.132531,128.187736
-365.0,247.081633,128.969272,130.475751
-365.0,256.44898,131.223778,132.337806
-365.0,265.816327,132.92821,133.73405
-365.0,275.183673,134.039494,134.600248
-365.0,284.55102,134.557849,134.931034
-365.0,293.918367,134.579024,134.813752
-365.0,303.285714,134.262738,134.394706
-365.0,312.653061,133.769445,133.82143
-365.0,322.020408,133.220608,133.206604
-365.0,331.387755,132.691449,132.620751
-365.0,340.755102,132.22041,132.100194
-365.0,350.122449,131.821744,131.658326
-365.0,359.489796,131.495676,131.295
-365.0,368.857143,131.235213,131.002975
-365.0,378.22449,131.030297,130.77194
-365.0,387.591837,130.870188,130.590856
-365.0,396.959184,130.744745,130.449227
-365.0,406.326531,130.64505,130.337733
-365.0,415.693878,130.563638,130.248463
-365.0,425.061224,130.494508,130.174919
-365.0,434.428571,130.433004,130.111892
-365.0,443.795918,130.375643,130.055263
-365.0,453.163265,130.319924,130.001757
-365.0,462.530612,130.264137,129.948647
-365.0,471.897959,130.207192,129.893308
-365.0,481.265306,130.148477,129.832287
-365.0,490.632653,130.087729,129.758281
-365.0,500.0,130.024937,129.647158
-341.408163,41.0,121.384316,121.689807
-341.408163,50.367347,121.547509,121.802798
-341.408163,59.734694,121.757424,121.983531
-341.408163,69.102041,122.019785,122.215061
-341.408163,78.469388,122.341117,122.489105
-341.408163,87.836735,122.72836,122.797225
-341.408163,97.204082,123.181685,123.124606
-341.408163,106.571429,123.664291,123.435472
-341.408163,115.938776,124.013588,123.64138
-341.408163,125.306122,123.698017,123.561604
-341.408163,134.673469,121.168633,123.0026
-341.408163,144.040816,115.667376,122.811743
-341.408163,153.408163,118.516824,125.02114
-341.408163,162.77551,127.455889,126.274067
-341.408163,172.142857,132.402564,124.750904
-341.408163,181.510204,125.438471,122.241891
-341.408163,190.877551,114.209135,119.086372
-341.408163,200.244898,108.550385,117.465215
-341.408163,209.612245,109.617559,119.204508
-341.408163,218.979592,117.47407,122.968722
-341.408163,228.346939,124.470965,126.818816
-341.408163,237.714286,129.625053,130.343906
-341.408163,247.081633,134.336855,133.672778
-341.408163,256.44898,138.975112,136.782091
-341.408163,265.816327,142.938881,139.277107
-341.408163,275.183673,144.858991,140.481306
-341.408163,284.55102,144.205411,140.171928
-341.408163,293.918367,142.043383,138.903687
-341.408163,303.285714,139.579582,137.327324
-341.408163,312.653061,137.390896,135.816103
-341.408163,322.020408,135.629756,134.517514
-341.408163,331.387755,134.278288,133.463535
-341.408163,340.755102,133.268823,132.637168
-341.408163,350.122449,132.52878,132.004676
-341.408163,359.489796,131.994464,131.529559
-341.408163,368.857143,131.613673,131.178055
-341.408163,378.22449,131.344901,130.92101
-341.408163,387.591837,131.155757,130.734242
-341.408163,396.959184,131.021417,130.598291
-341.408163,406.326531,130.923231,130.497908
-341.408163,415.693878,130.847515,130.421433
-341.408163,425.061224,130.784499,130.36016
-341.408163,434.428571,130.727429,130.307729
-341.408163,443.795918,130.671825,130.259574
-341.408163,453.163265,130.614878,130.212444
-341.408163,462.530612,130.55499,130.163946
-341.408163,471.897959,130.49141,130.112036
-341.408163,481.265306,130.423971,130.054078
-341.408163,490.632653,130.352893,129.983853
-341.408163,500.0,130.278633,129.877453
-317.816327,41.0,120.634658,121.08146
-317.816327,50.367347,120.842173,121.241294
-317.816327,59.734694,121.137048,121.509017
-317.816327,69.102041,121.527752,121.865639
-317.816327,78.469388,122.014441,122.295403
-317.816327,87.836735,122.592489,122.772188
-317.816327,97.204082,123.303657,123.277892
-317.816327,106.571429,124.36583,123.868221
-317.816327,115.938776,126.176894,124.685539
